20160600|  3576|M3576|01/06/2016| | 0001|6359| | 00006359| |6|20522544001|Grupo Forte S.A.C|9177.28|1651.9104| | | | | | | |10829.1904|3.374|3.374|01/06/2016| | | | | | | |1| | | | | |1|1
20160600|  3577|M3577|02/06/2016| | 0001|6360| | 00006360| |6|20522544001|Grupo Forte S.A.C|2070|372.6| | | | | | | |2442.6|0|0|02/06/2016| | | | | | | |1| | | | | |1|1
20160600|  3578|M3578|03/06/2016| | 0001|6361| | 00006361| |6|20522544001|Grupo Forte S.A.C|11454.6|2061.828| | | | | | | |13516.428|3.369|3.369|03/06/2016| | | | | | | |1| | | | | |1|1
20160600|  3579|M3579|03/06/2016| | 0001|6362| | 00006362| |6|1|ANULADO|0|0| | | | | | | |0|0|0|03/06/2016| | | | | | | |1| | | | | |1|1
20160600|  3580|M3580|06/06/2016| | 0001|6363| | 00006363| |6|20522544001|Grupo Forte S.A.C|1517.4|273.132| | | | | | | |1790.532|0|0|06/06/2016| | | | | | | |1| | | | | |1|1
20160600|  3581|M3581|07/06/2016| | 0001|6364| | 00006364| |6|20523786483|TRANSPORTES QULLA S.A.C.|635.59|114.4062| | | | | | | |749.9962|0|0|07/06/2016| | | | | | | |1| | | | | |1|1
20160600|  3582|M3582|07/06/2016| | 0001|6365| | 00006365| |6|1|ANULADO|0|0| | | | | | | |0|0|0|07/06/2016| | | | | | | |1| | | | | |1|1
20160600|  3583|M3583|08/06/2016| | 0001|6366| | 00006366| |6|20522544001|Grupo Forte S.A.C|15845.32|2852.1576| | | | | | | |18697.4776|3.308|3.308|08/06/2016| | | | | | | |1| | | | | |1|1
20160600|  3584|M3584|08/06/2016| | 0001|6367| | 00006367| |6|1|ANULADO|0|0| | | | | | | |0|0|0|08/06/2016| | | | | | | |1| | | | | |1|1
20160600|  3585|M3585|08/06/2016| | 0001|6368| | 00006368| |6|20522544001|Grupo Forte S.A.C|3360|604.8| | | | | | | |3964.8|0|0|08/06/2016| | | | | | | |1| | | | | |1|1
20160600|  3586|M3586|08/06/2016| | 0001|6369| | 00006369| |6|1|ANULADO|0|0| | | | | | | |0|0|0|08/06/2016| | | | | | | |1| | | | | |1|1
20160600|  3587|M3587|10/06/2016| | 0001|6370| | 00006370| |6|20522544001|Grupo Forte S.A.C|9752.7|1755.486| | | | | | | |11508.186|3.306|3.306|10/06/2016| | | | | | | |1| | | | | |1|1
20160600|  3588|M3588|11/06/2016| | 0001|6371| | 00006371| |6|20512745637|COMERCIAL EL MOLINO E.I.R.L.|1876.02|337.6836| | | | | | | |2213.7036|0|0|11/06/2016| | | | | | | |1| | | | | |1|1
20160600|  3589|M3589|11/06/2016| | 0001|6372| | 00006372| |6|1|ANULADO|0|0| | | | | | | |0|0|0|11/06/2016| | | | | | | |1| | | | | |1|1
20160600|  3590|M3590|11/06/2016| | 0001|6373| | 00006373| |6|1|ANULADO|0|0| | | | | | | |0|0|0|11/06/2016| | | | | | | |1| | | | | |1|1
20160600|  3591|M3591|13/06/2016| | 0001|6374| | 00006374| |6|20522544001|Grupo Forte S.A.C|8466|1523.88| | | | | | | |9989.88|3.32|3.32|13/06/2016| | | | | | | |1| | | | | |1|1
20160600|  3592|M3592|13/06/2016| | 0001|6375| | 00006375| |6|20522544001|Grupo Forte S.A.C|4655.2|837.936| | | | | | | |5493.136|0|0|13/06/2016| | | | | | | |1| | | | | |1|1
20160600|  3593|M3593|16/06/2016| | 0001|6376| | 00006376| |6|20522544001|Grupo Forte S.A.C|7500|1350| | | | | | | |8850|0|0|16/06/2016| | | | | | | |1| | | | | |1|1
